timestamp,request_count,bytes
1995-07-02 00:30:00-04:00,799,20431741
1995-07-02 00:45:00-04:00,692,15961953
1995-07-02 01:00:00-04:00,538,12599561
1995-07-02 01:15:00-04:00,701,16641818
1995-07-02 01:30:00-04:00,627,20236770
1995-07-02 01:45:00-04:00,704,15795478
1995-07-02 02:00:00-04:00,646,12839821
1995-07-02 02:15:00-04:00,585,11327005
1995-07-02 02:30:00-04:00,438,11435276
1995-07-02 02:45:00-04:00,387,11779886
1995-07-02 03:00:00-04:00,374,7140318
1995-07-02 03:15:00-04:00,302,8118153
1995-07-02 03:30:00-04:00,445,11139094
1995-07-02 03:45:00-04:00,384,10873055
1995-07-02 04:00:00-04:00,324,7194009
1995-07-02 04:15:00-04:00,317,6590805
1995-07-02 04:30:00-04:00,365,6272869
1995-07-02 04:45:00-04:00,280,6671294
1995-07-02 05:00:00-04:00,297,6400868
1995-07-02 05:15:00-04:00,379,5803665
1995-07-02 05:30:00-04:00,299,9211521
1995-07-02 05:45:00-04:00,316,11004755
1995-07-02 06:00:00-04:00,374,13529652
1995-07-02 06:15:00-04:00,342,9732560
1995-07-02 06:30:00-04:00,324,11720513
1995-07-02 06:45:00-04:00,253,9498898
1995-07-02 07:00:00-04:00,368,9305768
1995-07-02 07:15:00-04:00,299,6084189
1995-07-02 07:30:00-04:00,228,8263652
1995-07-02 07:45:00-04:00,334,6784519
1995-07-02 08:00:00-04:00,267,8551514
1995-07-02 08:15:00-04:00,408,8662853
1995-07-02 08:30:00-04:00,352,9762141
1995-07-02 08:45:00-04:00,405,12856901
1995-07-02 09:00:00-04:00,418,16575106
1995-07-02 09:15:00-04:00,391,14463375
1995-07-02 09:30:00-04:00,556,12503875
1995-07-02 09:45:00-04:00,530,18632787
1995-07-02 10:00:00-04:00,450,14356723
1995-07-02 10:15:00-04:00,561,15883599
1995-07-02 10:30:00-04:00,514,13317681
1995-07-02 10:45:00-04:00,599,12405581
1995-07-02 11:00:00-04:00,525,11822348
1995-07-02 11:15:00-04:00,557,14386351
1995-07-02 11:30:00-04:00,591,16131874
1995-07-02 11:45:00-04:00,777,18673533
1995-07-02 12:00:00-04:00,891,21031770
1995-07-02 12:15:00-04:00,605,23652482
1995-07-02 12:30:00-04:00,823,18180843
1995-07-02 12:45:00-04:00,787,25487363
1995-07-02 13:00:00-04:00,565,16642466
1995-07-02 13:15:00-04:00,806,20028220
1995-07-02 13:30:00-04:00,711,16300500
1995-07-02 13:45:00-04:00,833,18804617
1995-07-02 14:00:00-04:00,821,19783821
1995-07-02 14:15:00-04:00,701,21641369
1995-07-02 14:30:00-04:00,842,21917765
1995-07-02 14:45:00-04:00,699,18752916
1995-07-02 15:00:00-04:00,762,24717925
1995-07-02 15:15:00-04:00,699,14219835
1995-07-02 15:30:00-04:00,621,15913083
1995-07-02 15:45:00-04:00,656,18896364
1995-07-02 16:00:00-04:00,660,13369800
1995-07-02 16:15:00-04:00,810,15612706
1995-07-02 16:30:00-04:00,816,19162046
1995-07-02 16:45:00-04:00,869,15088213
1995-07-02 17:00:00-04:00,1046,23397631
1995-07-02 17:15:00-04:00,884,24301197
1995-07-02 17:30:00-04:00,751,26154158
1995-07-02 17:45:00-04:00,856,16878503
1995-07-02 18:00:00-04:00,782,31931691
1995-07-02 18:15:00-04:00,885,24354782
1995-07-02 18:30:00-04:00,801,25859637
1995-07-02 18:45:00-04:00,718,21124484
1995-07-02 19:00:00-04:00,817,19866461
1995-07-02 19:15:00-04:00,582,10023063
1995-07-02 19:30:00-04:00,714,15431093
1995-07-02 19:45:00-04:00,677,19596135
1995-07-02 20:00:00-04:00,817,18677253
1995-07-02 20:15:00-04:00,722,16473213
1995-07-02 20:30:00-04:00,707,15203188
1995-07-02 20:45:00-04:00,715,19073094
1995-07-02 21:00:00-04:00,867,21676527
1995-07-02 21:15:00-04:00,709,21523993
1995-07-02 21:30:00-04:00,968,25419482
1995-07-02 21:45:00-04:00,837,26040721
1995-07-02 22:00:00-04:00,778,21635429
1995-07-02 22:15:00-04:00,892,21199513
1995-07-02 22:30:00-04:00,942,21398269
1995-07-02 22:45:00-04:00,1118,19886726
1995-07-02 23:00:00-04:00,1162,20054135
1995-07-02 23:15:00-04:00,978,22782719
1995-07-02 23:30:00-04:00,847,18146666
1995-07-02 23:45:00-04:00,727,16573234
1995-07-03 00:00:00-04:00,687,21615549
1995-07-03 00:15:00-04:00,886,24055970
1995-07-03 00:30:00-04:00,720,18397762
1995-07-03 00:45:00-04:00,723,20117151
1995-07-03 01:00:00-04:00,578,12228732
1995-07-03 01:15:00-04:00,645,21197563
1995-07-03 01:30:00-04:00,643,18114028
1995-07-03 01:45:00-04:00,529,10501358
1995-07-03 02:00:00-04:00,578,13837490
1995-07-03 02:15:00-04:00,579,14659498
1995-07-03 02:30:00-04:00,491,9652025
1995-07-03 02:45:00-04:00,557,11527976
1995-07-03 03:00:00-04:00,428,14585952
1995-07-03 03:15:00-04:00,453,11227528
1995-07-03 03:30:00-04:00,578,14344940
1995-07-03 03:45:00-04:00,582,20724360
1995-07-03 04:00:00-04:00,429,15656555
1995-07-03 04:15:00-04:00,414,11194693
1995-07-03 04:30:00-04:00,297,4466354
1995-07-03 04:45:00-04:00,399,10525532
1995-07-03 05:00:00-04:00,396,11113119
1995-07-03 05:15:00-04:00,388,8818976
1995-07-03 05:30:00-04:00,457,11370614
1995-07-03 05:45:00-04:00,509,11790126
1995-07-03 06:00:00-04:00,444,11137806
1995-07-03 06:15:00-04:00,368,11038579
1995-07-03 06:30:00-04:00,404,12848450
1995-07-03 06:45:00-04:00,487,16115355
1995-07-03 07:00:00-04:00,682,14980632
1995-07-03 07:15:00-04:00,662,16365544
1995-07-03 07:30:00-04:00,793,17300513
1995-07-03 07:45:00-04:00,725,15553335
1995-07-03 08:00:00-04:00,899,19647180
1995-07-03 08:15:00-04:00,765,19966458
1995-07-03 08:30:00-04:00,961,25915101
1995-07-03 08:45:00-04:00,1047,24862569
1995-07-03 09:00:00-04:00,1054,21872499
1995-07-03 09:15:00-04:00,1028,19480674
1995-07-03 09:30:00-04:00,1355,22250485
1995-07-03 09:45:00-04:00,1373,25612474
1995-07-03 10:00:00-04:00,1035,21854913
1995-07-03 10:15:00-04:00,1324,26185155
1995-07-03 10:30:00-04:00,963,16383479
1995-07-03 10:45:00-04:00,1207,20682893
1995-07-03 11:00:00-04:00,1217,24750534
1995-07-03 11:15:00-04:00,1289,25696285
1995-07-03 11:30:00-04:00,1170,26192401
1995-07-03 11:45:00-04:00,1115,33499824
1995-07-03 12:00:00-04:00,1120,27125784
1995-07-03 12:15:00-04:00,1424,25630012
1995-07-03 12:30:00-04:00,1368,32782424
1995-07-03 12:45:00-04:00,1623,32162188
1995-07-03 13:00:00-04:00,1445,24963946
1995-07-03 13:15:00-04:00,1442,30010093
1995-07-03 13:30:00-04:00,1526,33570102
1995-07-03 13:45:00-04:00,1607,31977201
1995-07-03 14:00:00-04:00,1512,36671582
1995-07-03 14:15:00-04:00,1549,29140097
1995-07-03 14:30:00-04:00,1027,22305451
1995-07-03 14:45:00-04:00,1427,32732975
1995-07-03 15:00:00-04:00,1375,32430237
1995-07-03 15:15:00-04:00,1211,26803520
1995-07-03 15:30:00-04:00,1382,29585337
1995-07-03 15:45:00-04:00,1642,41178783
1995-07-03 16:00:00-04:00,1271,28003355
1995-07-03 16:15:00-04:00,1536,32724582
1995-07-03 16:30:00-04:00,1399,32342228
1995-07-03 16:45:00-04:00,1182,23655077
1995-07-03 17:00:00-04:00,1408,38665466
1995-07-03 17:15:00-04:00,1188,29074853
1995-07-03 17:30:00-04:00,1002,20526323
1995-07-03 17:45:00-04:00,947,35148270
1995-07-03 18:00:00-04:00,747,17246465
1995-07-03 18:15:00-04:00,880,21870801
1995-07-03 18:30:00-04:00,906,19847589
1995-07-03 18:45:00-04:00,911,22785294
1995-07-03 19:00:00-04:00,807,23488191
1995-07-03 19:15:00-04:00,873,17303403
1995-07-03 19:30:00-04:00,881,19347877
1995-07-03 19:45:00-04:00,1151,27980591
1995-07-03 20:00:00-04:00,912,21554837
1995-07-03 20:15:00-04:00,932,23949384
1995-07-03 20:30:00-04:00,868,22310776
1995-07-03 20:45:00-04:00,1048,22303857
1995-07-03 21:00:00-04:00,917,31290077
1995-07-03 21:15:00-04:00,969,25180538
1995-07-03 21:30:00-04:00,979,20859462
1995-07-03 21:45:00-04:00,967,24306048
1995-07-03 22:00:00-04:00,800,17337655
1995-07-03 22:15:00-04:00,777,21097586
1995-07-03 22:30:00-04:00,828,21112859
1995-07-03 22:45:00-04:00,792,22146911
1995-07-03 23:00:00-04:00,806,17165526
1995-07-03 23:15:00-04:00,954,21919475
1995-07-03 23:30:00-04:00,1107,19329676
1995-07-03 23:45:00-04:00,846,22466610
1995-07-04 00:00:00-04:00,701,15674309
1995-07-04 00:15:00-04:00,867,22490580
1995-07-04 00:30:00-04:00,811,23952322
1995-07-04 00:45:00-04:00,764,17163974
1995-07-04 01:00:00-04:00,752,20687138
1995-07-04 01:15:00-04:00,743,14609290
1995-07-04 01:30:00-04:00,661,11503064
1995-07-04 01:45:00-04:00,665,14565666
1995-07-04 02:00:00-04:00,797,21712290
1995-07-04 02:15:00-04:00,755,19644261
1995-07-04 02:30:00-04:00,479,10992148
1995-07-04 02:45:00-04:00,499,8876433
1995-07-04 03:00:00-04:00,631,15923754
1995-07-04 03:15:00-04:00,443,11081824
1995-07-04 03:30:00-04:00,497,9862558
1995-07-04 03:45:00-04:00,422,12785715
1995-07-04 04:00:00-04:00,444,9081886
1995-07-04 04:15:00-04:00,419,8379935
1995-07-04 04:30:00-04:00,460,12041296
1995-07-04 04:45:00-04:00,420,11368433
1995-07-04 05:00:00-04:00,396,9372498
1995-07-04 05:15:00-04:00,432,8471972
1995-07-04 05:30:00-04:00,422,8964586
1995-07-04 05:45:00-04:00,483,13901389
1995-07-04 06:00:00-04:00,459,11015544
1995-07-04 06:15:00-04:00,400,9864424
1995-07-04 06:30:00-04:00,415,12744675
1995-07-04 06:45:00-04:00,435,9701480
1995-07-04 07:00:00-04:00,394,7303291
1995-07-04 07:15:00-04:00,614,9555416
1995-07-04 07:30:00-04:00,557,11899705
1995-07-04 07:45:00-04:00,607,15244827
1995-07-04 08:00:00-04:00,675,12264421
1995-07-04 08:15:00-04:00,876,21157820
1995-07-04 08:30:00-04:00,631,16278034
1995-07-04 08:45:00-04:00,824,21141182
1995-07-04 09:00:00-04:00,675,19772689
1995-07-04 09:15:00-04:00,842,16804220
1995-07-04 09:30:00-04:00,787,19457575
1995-07-04 09:45:00-04:00,755,22992224
1995-07-04 10:00:00-04:00,932,21217900
1995-07-04 10:15:00-04:00,677,17547780
1995-07-04 10:30:00-04:00,957,24568609
1995-07-04 10:45:00-04:00,1017,23849792
1995-07-04 11:00:00-04:00,957,27563081
1995-07-04 11:15:00-04:00,866,21633160
1995-07-04 11:30:00-04:00,939,23320913
1995-07-04 11:45:00-04:00,822,23549335
1995-07-04 12:00:00-04:00,868,26488982
1995-07-04 12:15:00-04:00,785,24436030
1995-07-04 12:30:00-04:00,851,17954551
1995-07-04 12:45:00-04:00,898,21783387
1995-07-04 13:00:00-04:00,963,26327979
1995-07-04 13:15:00-04:00,872,18456097
1995-07-04 13:30:00-04:00,840,22935017
1995-07-04 13:45:00-04:00,875,22096350
1995-07-04 14:00:00-04:00,751,24151011
1995-07-04 14:15:00-04:00,744,20232451
1995-07-04 14:30:00-04:00,745,28756407
1995-07-04 14:45:00-04:00,1038,25153132
1995-07-04 15:00:00-04:00,919,26038919
1995-07-04 15:15:00-04:00,998,30800958
1995-07-04 15:30:00-04:00,1067,24079805
1995-07-04 15:45:00-04:00,1190,33232043
1995-07-04 16:00:00-04:00,1018,32222387
1995-07-04 16:15:00-04:00,932,22654022
1995-07-04 16:30:00-04:00,913,27663950
1995-07-04 16:45:00-04:00,716,16359576
1995-07-04 17:00:00-04:00,1078,21424352
1995-07-04 17:15:00-04:00,909,26371879
1995-07-04 17:30:00-04:00,888,21533941
1995-07-04 17:45:00-04:00,818,26409647
1995-07-04 18:00:00-04:00,752,18387612
1995-07-04 18:15:00-04:00,817,20157111
1995-07-04 18:30:00-04:00,653,19090257
1995-07-04 18:45:00-04:00,690,17660446
1995-07-04 19:00:00-04:00,637,11839748
1995-07-04 19:15:00-04:00,712,19065780
1995-07-04 19:30:00-04:00,780,19192462
1995-07-04 19:45:00-04:00,826,19165901
1995-07-04 20:00:00-04:00,559,11123678
1995-07-04 20:15:00-04:00,666,12488525
1995-07-04 20:30:00-04:00,644,15930762
1995-07-04 20:45:00-04:00,814,18615853
1995-07-04 21:00:00-04:00,642,13879190
1995-07-04 21:15:00-04:00,568,17871841
1995-07-04 21:30:00-04:00,826,16936777
1995-07-04 21:45:00-04:00,635,14747036
1995-07-04 22:00:00-04:00,767,17643623
1995-07-04 22:15:00-04:00,615,13982279
1995-07-04 22:30:00-04:00,796,16558798
1995-07-04 22:45:00-04:00,763,18813858
1995-07-04 23:00:00-04:00,728,15768629
1995-07-04 23:15:00-04:00,941,17783538
1995-07-04 23:30:00-04:00,900,19421654
1995-07-04 23:45:00-04:00,969,17229734
1995-07-05 00:00:00-04:00,666,13494504
1995-07-05 00:15:00-04:00,597,13952484
1995-07-05 00:30:00-04:00,626,15421056
1995-07-05 00:45:00-04:00,616,12000863
1995-07-05 01:00:00-04:00,528,10382058
1995-07-05 01:15:00-04:00,391,6550466
1995-07-05 01:30:00-04:00,547,13098036
1995-07-05 01:45:00-04:00,566,11743934
1995-07-05 02:00:00-04:00,493,10078511
1995-07-05 02:15:00-04:00,501,8298265
1995-07-05 02:30:00-04:00,538,11266517
1995-07-05 02:45:00-04:00,401,6017938
1995-07-05 03:00:00-04:00,498,8095588
1995-07-05 03:15:00-04:00,583,12599642
1995-07-05 03:30:00-04:00,521,9917704
1995-07-05 03:45:00-04:00,396,11929911
1995-07-05 04:00:00-04:00,468,8035455
1995-07-05 04:15:00-04:00,307,7897351
1995-07-05 04:30:00-04:00,370,8964310
1995-07-05 04:45:00-04:00,334,5404644
1995-07-05 05:00:00-04:00,306,6215778
1995-07-05 05:15:00-04:00,459,7874619
1995-07-05 05:30:00-04:00,447,11182401
1995-07-05 05:45:00-04:00,422,6976598
1995-07-05 06:00:00-04:00,402,9306073
1995-07-05 06:15:00-04:00,449,9960649
1995-07-05 06:30:00-04:00,491,11685195
1995-07-05 06:45:00-04:00,479,9372318
1995-07-05 07:00:00-04:00,639,13523623
1995-07-05 07:15:00-04:00,573,17388612
1995-07-05 07:30:00-04:00,809,19965815
1995-07-05 07:45:00-04:00,975,33579456
1995-07-05 08:00:00-04:00,754,20167057
1995-07-05 08:15:00-04:00,931,27228163
1995-07-05 08:30:00-04:00,1079,22072171
1995-07-05 08:45:00-04:00,1060,27088257
1995-07-05 09:00:00-04:00,907,14732636
1995-07-05 09:15:00-04:00,1040,19413126
1995-07-05 09:30:00-04:00,1295,32548322
1995-07-05 09:45:00-04:00,1214,26555637
1995-07-05 10:00:00-04:00,1234,36540618
1995-07-05 10:15:00-04:00,1092,24053207
1995-07-05 10:30:00-04:00,1376,22344489
1995-07-05 10:45:00-04:00,1272,24448292
1995-07-05 11:00:00-04:00,1331,17495129
1995-07-05 11:15:00-04:00,1666,29388451
1995-07-05 11:30:00-04:00,1436,26420826
1995-07-05 11:45:00-04:00,1742,37463383
1995-07-05 12:00:00-04:00,1411,30955449
1995-07-05 12:15:00-04:00,1554,34661009
1995-07-05 12:30:00-04:00,1794,37611653
1995-07-05 12:45:00-04:00,1406,23908332
1995-07-05 13:00:00-04:00,1528,28817325
1995-07-05 13:15:00-04:00,892,22459328
1995-07-05 13:30:00-04:00,973,24832836
1995-07-05 13:45:00-04:00,1722,32739130
1995-07-05 14:00:00-04:00,1821,34968125
1995-07-05 14:15:00-04:00,2065,45873132
1995-07-05 14:30:00-04:00,2113,40107242
1995-07-05 14:45:00-04:00,2035,43461145
1995-07-05 15:00:00-04:00,1851,38264752
1995-07-05 15:15:00-04:00,1947,44932131
1995-07-05 15:30:00-04:00,1671,37142148
1995-07-05 15:45:00-04:00,1288,30937487
1995-07-05 16:00:00-04:00,1775,36733393
1995-07-05 16:15:00-04:00,2017,41614003
1995-07-05 16:30:00-04:00,1581,45271468
1995-07-05 16:45:00-04:00,1838,38529052
1995-07-05 17:00:00-04:00,1292,33060225
1995-07-05 17:15:00-04:00,1334,29743498
1995-07-05 17:30:00-04:00,866,20971588
1995-07-05 17:45:00-04:00,1234,31198146
1995-07-05 18:00:00-04:00,1034,27372051
1995-07-05 18:15:00-04:00,1099,22384492
1995-07-05 18:30:00-04:00,1112,28025349
1995-07-05 18:45:00-04:00,998,24439531
1995-07-05 19:00:00-04:00,1299,22956059
1995-07-05 19:15:00-04:00,895,22298017
1995-07-05 19:30:00-04:00,994,34137968
1995-07-05 19:45:00-04:00,800,17826446
1995-07-05 20:00:00-04:00,723,17016486
1995-07-05 20:15:00-04:00,769,14890541
1995-07-05 20:30:00-04:00,877,15710355
1995-07-05 20:45:00-04:00,765,12823459
1995-07-05 21:00:00-04:00,695,11952988
1995-07-05 21:15:00-04:00,982,20199330
1995-07-05 21:30:00-04:00,817,17620483
1995-07-05 21:45:00-04:00,643,13269402
1995-07-05 22:00:00-04:00,826,15898706
1995-07-05 22:15:00-04:00,778,18438620
1995-07-05 22:30:00-04:00,793,14388442
1995-07-05 22:45:00-04:00,809,20296950
1995-07-05 23:00:00-04:00,759,14317202
1995-07-05 23:15:00-04:00,792,18037249
1995-07-05 23:30:00-04:00,736,15369290
1995-07-05 23:45:00-04:00,745,12639703
1995-07-06 00:00:00-04:00,659,15946856
1995-07-06 00:15:00-04:00,590,11628560
1995-07-06 00:30:00-04:00,748,15186778
1995-07-06 00:45:00-04:00,661,11681014
1995-07-06 01:00:00-04:00,421,13524222
1995-07-06 01:15:00-04:00,488,15308071
1995-07-06 01:30:00-04:00,522,13088263
1995-07-06 01:45:00-04:00,517,10266982
1995-07-06 02:00:00-04:00,410,8851147
1995-07-06 02:15:00-04:00,557,9487655
1995-07-06 02:30:00-04:00,395,12531347
1995-07-06 02:45:00-04:00,443,6214676
1995-07-06 03:00:00-04:00,362,5198860
1995-07-06 03:15:00-04:00,426,7016862
1995-07-06 03:30:00-04:00,355,7881012
1995-07-06 03:45:00-04:00,396,8311978
1995-07-06 04:00:00-04:00,430,8368692
1995-07-06 04:15:00-04:00,354,8306891
1995-07-06 04:30:00-04:00,294,4663303
1995-07-06 04:45:00-04:00,351,5901820
1995-07-06 05:00:00-04:00,407,6825520
1995-07-06 05:15:00-04:00,527,7591535
1995-07-06 05:30:00-04:00,405,8591600
1995-07-06 05:45:00-04:00,313,4509333
1995-07-06 06:00:00-04:00,372,7119701
1995-07-06 06:15:00-04:00,468,9569375
1995-07-06 06:30:00-04:00,516,10897653
1995-07-06 06:45:00-04:00,474,6846418
1995-07-06 07:00:00-04:00,504,9421915
1995-07-06 07:15:00-04:00,739,19161728
1995-07-06 07:30:00-04:00,723,14659374
1995-07-06 07:45:00-04:00,789,15198481
1995-07-06 08:00:00-04:00,1122,28647556
1995-07-06 08:15:00-04:00,876,22759279
1995-07-06 08:30:00-04:00,1085,25641492
1995-07-06 08:45:00-04:00,1117,23278882
1995-07-06 09:00:00-04:00,1189,28013984
1995-07-06 09:15:00-04:00,1418,22962287
1995-07-06 09:30:00-04:00,1339,29098140
1995-07-06 09:45:00-04:00,1065,29523919
1995-07-06 10:00:00-04:00,1275,28995230
1995-07-06 10:15:00-04:00,1418,36350629
1995-07-06 10:30:00-04:00,1572,38077859
1995-07-06 10:45:00-04:00,1550,35908048
1995-07-06 11:00:00-04:00,1498,31713109
1995-07-06 11:15:00-04:00,1693,36790858
1995-07-06 11:30:00-04:00,1700,37607663
1995-07-06 11:45:00-04:00,1531,32292389
1995-07-06 12:00:00-04:00,1458,28949910
1995-07-06 12:15:00-04:00,1591,42432272
1995-07-06 12:30:00-04:00,1659,45010432
1995-07-06 12:45:00-04:00,1697,37917205
1995-07-06 13:00:00-04:00,1745,38713965
1995-07-06 13:15:00-04:00,1659,46845463
1995-07-06 13:30:00-04:00,1716,28340010
1995-07-06 13:45:00-04:00,1806,44836915
1995-07-06 14:00:00-04:00,1786,41826183
1995-07-06 14:15:00-04:00,1832,38570765
1995-07-06 14:30:00-04:00,1578,32137389
1995-07-06 14:45:00-04:00,1728,39300642
1995-07-06 15:00:00-04:00,1803,38071525
1995-07-06 15:15:00-04:00,1643,26122875
1995-07-06 15:30:00-04:00,1758,34807480
1995-07-06 15:45:00-04:00,1857,40900456
1995-07-06 16:00:00-04:00,1803,35179517
1995-07-06 16:15:00-04:00,1528,30709542
1995-07-06 16:30:00-04:00,1650,29164000
1995-07-06 16:45:00-04:00,1697,33370299
1995-07-06 17:00:00-04:00,1274,32922486
1995-07-06 17:15:00-04:00,1320,24816344
1995-07-06 17:30:00-04:00,1360,29222227
1995-07-06 17:45:00-04:00,1525,35728169
1995-07-06 18:00:00-04:00,1235,33533393
1995-07-06 18:15:00-04:00,1180,32205346
1995-07-06 18:30:00-04:00,1044,29939981
1995-07-06 18:45:00-04:00,1328,29657803
1995-07-06 19:00:00-04:00,1086,21105140
1995-07-06 19:15:00-04:00,1000,28271706
1995-07-06 19:30:00-04:00,1036,23142604
1995-07-06 19:45:00-04:00,1105,22747591
1995-07-06 20:00:00-04:00,1152,24571503
1995-07-06 20:15:00-04:00,990,17187025
1995-07-06 20:30:00-04:00,1102,20340848
1995-07-06 20:45:00-04:00,816,15648835
1995-07-06 21:00:00-04:00,996,22493817
1995-07-06 21:15:00-04:00,654,13376728
1995-07-06 21:30:00-04:00,644,13175380
1995-07-06 21:45:00-04:00,1186,18439396
1995-07-06 22:00:00-04:00,1021,21471953
1995-07-06 22:15:00-04:00,1033,26616872
1995-07-06 22:30:00-04:00,896,20142850
1995-07-06 22:45:00-04:00,1011,20494098
1995-07-06 23:00:00-04:00,860,24045490
1995-07-06 23:15:00-04:00,963,23231941
1995-07-06 23:30:00-04:00,1191,24012622
1995-07-06 23:45:00-04:00,894,29843892
1995-07-07 00:00:00-04:00,746,12861537
1995-07-07 00:15:00-04:00,750,16433229
1995-07-07 00:30:00-04:00,638,18528666
1995-07-07 00:45:00-04:00,557,7873090
1995-07-07 01:00:00-04:00,493,9230013
1995-07-07 01:15:00-04:00,696,13582185
1995-07-07 01:30:00-04:00,838,21593907
1995-07-07 01:45:00-04:00,612,11845083
1995-07-07 02:00:00-04:00,531,11134274
1995-07-07 02:15:00-04:00,510,14480894
1995-07-07 02:30:00-04:00,567,10444232
1995-07-07 02:45:00-04:00,581,11272719
1995-07-07 03:00:00-04:00,447,8410745
1995-07-07 03:15:00-04:00,400,11280005
1995-07-07 03:30:00-04:00,441,9665144
1995-07-07 03:45:00-04:00,302,7633368
1995-07-07 04:00:00-04:00,357,5680862
1995-07-07 04:15:00-04:00,379,6786385
1995-07-07 04:30:00-04:00,398,6040810
1995-07-07 04:45:00-04:00,227,6487958
1995-07-07 05:00:00-04:00,217,4268803
1995-07-07 05:15:00-04:00,314,8305565
1995-07-07 05:30:00-04:00,260,7136210
1995-07-07 05:45:00-04:00,168,4440997
1995-07-07 06:00:00-04:00,285,6891349
